City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal,last_name,first_name,Silver,Bronze,Gold
Montreal,1976,Aquatics,Diving,3M Springboard,"KÖHLER, Christa",Women,GDR,East Germany,W,Silver,Köhler,Christa,1,0,0
Montreal,1976,Aquatics,Diving,3M Springboard,"KOSENKOV, Aleksandr",Men,URS,Soviet Union,M,Bronze,Kosenkov,Aleksandr,0,1,0
Montreal,1976,Aquatics,Diving,3M Springboard,"BOGGS, Philip George",Men,USA,United States,M,Gold,Boggs,Philip,0,0,1
Montreal,1976,Aquatics,Diving,3M Springboard,"CAGNOTTO, Giorgio Franco",Men,ITA,Italy,M,Silver,Cagnotto,Giorgio,1,0,0
Montreal,1976,Aquatics,Diving,10M Platform,"WILSON, Deborah Keplar",Women,USA,United States,W,Bronze,Wilson,Deborah,0,1,0
Montreal,1976,Aquatics,Diving,10M Platform,"LOUGANIS, Gregory",Men,USA,United States,M,Silver,Louganis,Gregory,1,0,0
Montreal,1976,Aquatics,Diving,10M Platform,"VAYTSEKHOVSKAYA, Elena",Women,URS,Soviet Union,W,Gold,Vaytsekhovskaya,Elena,0,0,1
Montreal,1976,Aquatics,Diving,3M Springboard,"POTTER-MCINGVALE, Cynthia",Women,USA,United States,W,Bronze,Potter-Mcingvale,Cynthia,0,1,0
Montreal,1976,Aquatics,Diving,10M Platform,"DIBIASI, Klaus",Men,ITA,Italy,M,Gold,Dibiasi,Klaus,0,0,1
Montreal,1976,Aquatics,Diving,10M Platform,"ALEINIK, Vladimir",Men,URS,Soviet Union,M,Bronze,Aleinik,Vladimir,0,1,0
Montreal,1976,Aquatics,Diving,10M Platform,"KNAPE-LINDBERGH, Ulrika",Women,SWE,Sweden,W,Silver,Knape-Lindbergh,Ulrika,1,0,0
Montreal,1976,Aquatics,Diving,3M Springboard,"CHANDLER, Jennifer Kay",Women,USA,United States,W,Gold,Chandler,Jennifer,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Gold,Babashoff,Shirley,0,0,1
Montreal,1976,Aquatics,Swimming,400M Freestyle,"SHAW, Timothy Andrew",Men,USA,United States,M,Silver,Shaw,Timothy,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"PRIEMER, Petra",Women,GDR,East Germany,W,Silver,Priemer,Petra,1,0,0
Montreal,1976,Aquatics,Swimming,1500M Freestyle,"HOLLAND, Stephen",Men,AUS,Australia,M,Bronze,Holland,Stephen,0,1,0
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"SMIRNOV, Andrei",Men,URS,Soviet Union,M,Bronze,Smirnov,Andrei,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"ANKE, Hannelore",Women,GDR,East Germany,W,Gold,Anke,Hannelore,0,0,1
Montreal,1976,Aquatics,Swimming,800M Freestyle,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Silver,Babashoff,Shirley,1,0,0
Montreal,1976,Aquatics,Swimming,800M Freestyle,"THÜMER, Petra",Women,GDR,East Germany,W,Gold,Thümer,Petra,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"SMITH, Rebecca",Women,CAN,Canada,W,Bronze,Smith,Rebecca,0,1,0
Montreal,1976,Aquatics,Swimming,200M Backstroke,"ROCCA, Peter Drake",Men,USA,United States,M,Silver,Rocca,Peter,1,0,0
Montreal,1976,Aquatics,Swimming,400M Freestyle,"GOODELL, Brian Stuart",Men,USA,United States,M,Gold,Goodell,Brian,0,0,1
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"MCKEE, Alexander Timothy",Men,USA,United States,M,Silver,Mckee,Alexander,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"EVANS, Clayton",Men,CAN,Canada,M,Silver,Evans,Clayton,1,0,0
Montreal,1976,Aquatics,Swimming,200M Freestyle,"MONTGOMERY, James Paul",Men,USA,United States,M,Bronze,Montgomery,James,0,1,0
Montreal,1976,Aquatics,Swimming,100M Butterfly,"VOGEL, Matthew Haynes",Men,USA,United States,M,Gold,Vogel,Matthew,0,0,1
Montreal,1976,Aquatics,Swimming,100M Backstroke,"MATTHES, Roland",Men,GDR,East Germany,M,Bronze,Matthes,Roland,0,1,0
Montreal,1976,Aquatics,Swimming,100M Backstroke,"NABER, John Phillips",Men,USA,United States,M,Gold,Naber,John,0,0,1
Montreal,1976,Aquatics,Swimming,100M Backstroke,"ROCCA, Peter Drake",Men,USA,United States,M,Silver,Rocca,Peter,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"KRAUS, Michael",Men,FRG,West Germany,M,Bronze,Kraus,Michael,0,1,0
Montreal,1976,Aquatics,Swimming,200M Freestyle,"BRIGITHA, Enith",Women,NED,Netherlands,W,Bronze,Brigitha,Enith,0,1,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"DUNNE, David Michael",Men,GBR,United Kingdom,M,Bronze,Dunne,David,0,1,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"NABER, John Phillips",Men,USA,United States,M,Gold,Naber,John,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"HEMPEL, Claudia",Women,GDR,East Germany,W,Silver,Hempel,Claudia,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"MAC DONALD, Gary",Men,CAN,Canada,M,Silver,Mac Donald,Gary,1,0,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"BOGDANOV, Andrei",Men,URS,Soviet Union,M,Silver,Bogdanov,Andrei,1,0,0
Montreal,1976,Aquatics,Swimming,100M Butterfly,"HALL, Gary Wayne",Men,USA,United States,M,Bronze,Hall,Gary,0,1,0
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"SMITH, Rebecca",Women,CAN,Canada,W,Bronze,Smith,Rebecca,0,1,0
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"KOSHEVAYA, Marina",Women,URS,Soviet Union,W,Gold,Koshevaya,Marina,0,0,1
Montreal,1976,Aquatics,Swimming,200M Backstroke,"GARAPICK, Nancy Ellen",Women,CAN,Canada,W,Bronze,Garapick,Nancy,0,1,0
Montreal,1976,Aquatics,Swimming,800M Freestyle,"WEINBERG, Wendy Elizabeth",Women,USA,United States,W,Bronze,Weinberg,Wendy,0,1,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"MONTGOMERY, James Paul",Men,USA,United States,M,Gold,Montgomery,James,0,0,1
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"RASKATOV, Vladimir",Men,URS,Soviet Union,M,Silver,Raskatov,Vladimir,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"ENDER, Kornelia",Women,GDR,East Germany,W,Gold,Ender,Kornelia,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"JARDIN, Anne Elizabeth",Women,CAN,Canada,W,Bronze,Jardin,Anne,0,1,0
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"YOZAITIS, Arvidas",Men,URS,Soviet Union,M,Bronze,Yozaitis,Arvidas,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"WRIGHT, Camille",Women,USA,United States,W,Silver,Wright,Camille,1,0,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"KRYLOV, Andrei",Men,URS,Soviet Union,M,Silver,Krylov,Andrei,1,0,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"DOWNIE, Gordon Hunter",Men,GBR,United Kingdom,M,Bronze,Downie,Gordon,0,1,0
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"WILKIE, David Andrew",Men,GBR,United Kingdom,M,Gold,Wilkie,David,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"PEYTON, Kim Marie",Women,USA,United States,W,Gold,Peyton,Kim,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"MONTGOMERY, James Paul",Men,USA,United States,M,Gold,Montgomery,James,0,0,1
Montreal,1976,Aquatics,Swimming,200M Butterfly,"TAUBER, Ulrike",Women,GDR,East Germany,W,Silver,Tauber,Ulrike,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"CLARK, Barbara Lynny",Women,CAN,Canada,W,Bronze,Clark,Barbara,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"AMUNDRUD, Gail",Women,CAN,Canada,W,Bronze,Amundrud,Gail,0,1,0
Montreal,1976,Aquatics,Swimming,100M Butterfly,"ENDER, Kornelia",Women,GDR,East Germany,W,Gold,Ender,Kornelia,0,0,1
Montreal,1976,Aquatics,Swimming,200M Butterfly,"BRUNER, Michael Lee",Men,USA,United States,M,Gold,Bruner,Michael,0,0,1
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"GIBSON, Cheryl",Women,CAN,Canada,W,Silver,Gibson,Cheryl,1,0,0
Montreal,1976,Aquatics,Swimming,200M Backstroke,"NABER, John Phillips",Men,USA,United States,M,Gold,Naber,John,0,0,1
Montreal,1976,Aquatics,Swimming,200M Freestyle,"ENDER, Kornelia",Women,GDR,East Germany,W,Gold,Ender,Kornelia,0,0,1
Montreal,1976,Aquatics,Swimming,100M Butterfly,"BOGLIOLI, Wendy Lansbach",Women,USA,United States,W,Bronze,Boglioli,Wendy,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"SMITH, Graham",Men,CAN,Canada,M,Silver,Smith,Graham,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"VOGEL, Matthew Haynes",Men,USA,United States,M,Gold,Vogel,Matthew,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"SMITH-SLOAN, Susan Estelle",Women,CAN,Canada,W,Bronze,Smith-Sloan,Susan,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"COOK-HOGG, Wendy",Women,CAN,Canada,W,Bronze,Cook-Hogg,Wendy,0,1,0
Montreal,1976,Aquatics,Swimming,100M Butterfly,"POLLACK, Andrea",Women,GDR,East Germany,W,Silver,Pollack,Andrea,1,0,0
Montreal,1976,Aquatics,Swimming,100M Butterfly,"BOTTOM, Joseph Stuart",Men,USA,United States,M,Silver,Bottom,Joseph,1,0,0
Montreal,1976,Aquatics,Swimming,400M Freestyle,"THÜMER, Petra",Women,GDR,East Germany,W,Gold,Thümer,Petra,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"RICHTER, Ulrike",Women,GDR,East Germany,W,Gold,Richter,Ulrike,0,0,1
Montreal,1976,Aquatics,Swimming,200M Freestyle,"FURNISS, Bruce Macfarlane",Men,USA,United States,M,Gold,Furniss,Bruce,0,0,1
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"KOSHEVAYA, Marina",Women,URS,Soviet Union,W,Bronze,Koshevaya,Marina,0,1,0
Montreal,1976,Aquatics,Swimming,200M Butterfly,"GREGG, Steven Garrett",Men,USA,United States,M,Silver,Gregg,Steven,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"ENDER, Kornelia",Women,GDR,East Germany,W,Silver,Ender,Kornelia,1,0,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"MCCLATCHEY, Alan",Men,GBR,United Kingdom,M,Bronze,Mcclatchey,Alan,0,1,0
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"RUSANOVA, Lyubov",Women,URS,Soviet Union,W,Silver,Rusanova,Lyubov,1,0,0
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"STRACHAN, Rodney",Men,USA,United States,M,Gold,Strachan,Rodney,0,0,1
Montreal,1976,Aquatics,Swimming,400M Freestyle,"RASKATOV, Vladimir",Men,URS,Soviet Union,M,Bronze,Raskatov,Vladimir,0,1,0
Montreal,1976,Aquatics,Swimming,400M Individual Medley,"TAUBER, Ulrike",Women,GDR,East Germany,W,Gold,Tauber,Ulrike,0,0,1
Montreal,1976,Aquatics,Swimming,1500M Freestyle,"GOODELL, Brian Stuart",Men,USA,United States,M,Gold,Goodell,Brian,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"PICKELL, Stephen",Men,CAN,Canada,M,Silver,Pickell,Stephen,1,0,0
Montreal,1976,Aquatics,Swimming,200M Backstroke,"HARRIGAN, Daniel Lee",Men,USA,United States,M,Bronze,Harrigan,Daniel,0,1,0
Montreal,1976,Aquatics,Swimming,200M Butterfly,"KOTHER-GABRIEL, Rosemarie",Women,GDR,East Germany,W,Bronze,Kother-Gabriel,Rosemarie,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"POLLACK, Andrea",Women,GDR,East Germany,W,Silver,Pollack,Andrea,1,0,0
Montreal,1976,Aquatics,Swimming,100M Freestyle,"MONTGOMERY, James Paul",Men,USA,United States,M,Gold,Montgomery,James,0,0,1
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"YURCHENYA, Marina",Women,URS,Soviet Union,W,Silver,Yurchenya,Marina,1,0,0
Montreal,1976,Aquatics,Swimming,200M Backstroke,"TREIBER, Birgit",Women,GDR,East Germany,W,Silver,Treiber,Birgit,1,0,0
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"RUSANOVA, Lyubov",Women,URS,Soviet Union,W,Bronze,Rusanova,Lyubov,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"BOGLIOLI, Wendy Lansbach",Women,USA,United States,W,Gold,Boglioli,Wendy,0,0,1
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"BRUNER, Michael Lee",Men,USA,United States,M,Gold,Bruner,Michael,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Silver,Babashoff,Shirley,1,0,0
Montreal,1976,Aquatics,Swimming,100M Backstroke,"TREIBER, Birgit",Women,GDR,East Germany,W,Silver,Treiber,Birgit,1,0,0
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"HENCKEN, John Frederick",Men,USA,United States,M,Silver,Hencken,John,1,0,0
Montreal,1976,Aquatics,Swimming,100M Freestyle,"BABASHOFF, Jack, Jr.",Men,USA,United States,M,Silver,Babashoff,"Jack,",1,0,0
Montreal,1976,Aquatics,Swimming,200M Butterfly,"POLLACK, Andrea",Women,GDR,East Germany,W,Gold,Pollack,Andrea,0,0,1
Montreal,1976,Aquatics,Swimming,100M Freestyle,"BRIGITHA, Enith",Women,NED,Netherlands,W,Bronze,Brigitha,Enith,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"SIERING, Laura Gail",Women,USA,United States,W,Silver,Siering,Laura,1,0,0
Montreal,1976,Aquatics,Swimming,400M Freestyle,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Silver,Babashoff,Shirley,1,0,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"KOPLYAKOV, Sergei",Men,URS,Soviet Union,M,Silver,Koplyakov,Sergei,1,0,0
Montreal,1976,Aquatics,Swimming,200M Breaststroke,"COLELLA, Richard Phillip Jr.",Men,USA,United States,M,Bronze,Colella,Richard,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"NABER, John Phillips",Men,USA,United States,M,Gold,Naber,John,0,0,1
Montreal,1976,Aquatics,Swimming,200M Freestyle,"BABASHOFF, Shirley Farber",Women,USA,United States,W,Silver,Babashoff,Shirley,1,0,0
Montreal,1976,Aquatics,Swimming,100M Backstroke,"GARAPICK, Nancy Ellen",Women,CAN,Canada,W,Bronze,Garapick,Nancy,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"STEINBACH, Klaus",Men,FRG,West Germany,M,Bronze,Steinbach,Klaus,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"STERKEL, Gillian Ann",Women,USA,United States,W,Gold,Sterkel,Gillian,0,0,1
Montreal,1976,Aquatics,Swimming,100M Freestyle,"NOCKE, Peter",Men,FRG,West Germany,M,Bronze,Nocke,Peter,0,1,0
Montreal,1976,Aquatics,Swimming,200M Butterfly,"FORRESTER, William Ronald, Jr.",Men,USA,United States,M,Bronze,Forrester,William,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"NOCKE, Peter",Men,FRG,West Germany,M,Bronze,Nocke,Peter,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"HENCKEN, John Frederick",Men,USA,United States,M,Gold,Hencken,John,0,0,1
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"ANKE, Hannelore",Women,GDR,East Germany,W,Gold,Anke,Hannelore,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"POLLACK, Andrea",Women,GDR,East Germany,W,Gold,Pollack,Andrea,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"KUSCH, Walter",Men,FRG,West Germany,M,Bronze,Kusch,Walter,0,1,0
Montreal,1976,Aquatics,Swimming,400M Freestyle,"SMITH, Shannon",Women,CAN,Canada,W,Bronze,Smith,Shannon,0,1,0
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"CORSIGLIA, Robin Marie",Women,CAN,Canada,W,Bronze,Corsiglia,Robin,0,1,0
Montreal,1976,Aquatics,Swimming,100M Backstroke,"RICHTER, Ulrike",Women,GDR,East Germany,W,Gold,Richter,Ulrike,0,0,1
Montreal,1976,Aquatics,Swimming,1500M Freestyle,"HACKETT, Robert William",Men,USA,United States,M,Silver,Hackett,Robert,1,0,0
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"WILKIE, David Andrew",Men,GBR,United Kingdom,M,Silver,Wilkie,David,1,0,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"BRINKLEY, Brian",Men,GBR,United Kingdom,M,Bronze,Brinkley,Brian,0,1,0
Montreal,1976,Aquatics,Swimming,100M Breaststroke,"HENCKEN, John Frederick",Men,USA,United States,M,Gold,Hencken,John,0,0,1
Montreal,1976,Aquatics,Swimming,200M Freestyle,"NABER, John Phillips",Men,USA,United States,M,Silver,Naber,John,1,0,0
Montreal,1976,Aquatics,Swimming,4X200M Freestyle Relay,"FURNISS, Bruce Macfarlane",Men,USA,United States,M,Gold,Furniss,Bruce,0,0,1
Montreal,1976,Aquatics,Swimming,4X100M Medley Relay,"JEZEK, Linda Louise",Women,USA,United States,W,Silver,Jezek,Linda,1,0,0
Montreal,1976,Aquatics,Swimming,100M Freestyle,"PRIEMER, Petra",Women,GDR,East Germany,W,Silver,Priemer,Petra,1,0,0
Montreal,1976,Aquatics,Swimming,4X100M Freestyle Relay,"JARDIN, Anne Elizabeth",Women,CAN,Canada,W,Bronze,Jardin,Anne,0,1,0
Montreal,1976,Aquatics,Swimming,200M Backstroke,"RICHTER, Ulrike",Women,GDR,East Germany,W,Gold,Richter,Ulrike,0,0,1
Montreal,1976,Aquatics,Swimming,100M Freestyle,"ENDER, Kornelia",Women,GDR,East Germany,W,Gold,Ender,Kornelia,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"DE ZWARTE, Pieter",Men,NED,Netherlands,M,Bronze,De Zwarte,Pieter,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"VEER, Jan Evert",Men,NED,Netherlands,M,Bronze,Veer,Jan,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"KROON, Evert Gerrit",Men,NED,Netherlands,M,Bronze,Kroon,Evert,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"HORKAI, Gyorgy",Men,HUN,Hungary,M,Gold,Horkai,Gyorgy,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"CASTAGNOLA, Luigi",Men,ITA,Italy,M,Silver,Castagnola,Luigi,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"SMITS, Hans",Men,NED,Netherlands,M,Bronze,Smits,Hans,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"STROBOER, Gijsbert (Gijs)",Men,NED,Netherlands,M,Bronze,Stroboer,Gijsbert,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"CSAPO, Gabor",Men,HUN,Hungary,M,Gold,Csapo,Gabor,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"CSERVENYAK, Tibor",Men,HUN,Hungary,M,Gold,Cservenyak,Tibor,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"GERENDAS, Gyorgy",Men,HUN,Hungary,M,Gold,Gerendas,Gyorgy,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"BUUNK, Antoon G.J.",Men,NED,Netherlands,M,Bronze,Buunk,Antoon,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"SUDAR, Attila",Men,HUN,Hungary,M,Gold,Sudar,Attila,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"KENEZ, Gyorgy",Men,HUN,Hungary,M,Gold,Kenez,Gyorgy,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"MOLNAR, Endre",Men,HUN,Hungary,M,Gold,Molnar,Endre,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"BOEGSCHOTEN, Alexander",Men,NED,Netherlands,M,Bronze,Boegschoten,Alexander,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"SAROSI, Laszlo",Men,HUN,Hungary,M,Gold,Sarosi,Laszlo,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"DEL DUCA, Marcello",Men,ITA,Italy,M,Silver,Del Duca,Marcello,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"SIMEONI, Roldano",Men,ITA,Italy,M,Silver,Simeoni,Roldano,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"ALBERANI SAMARITANI, Alberto",Men,ITA,Italy,M,Silver,Alberani Samaritani,Alberto,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"BARACCHINI, Silvio",Men,ITA,Italy,M,Silver,Baracchini,Silvio,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"PANERAI, Umberto",Men,ITA,Italy,M,Silver,Panerai,Umberto,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"MARSILI, Sante",Men,ITA,Italy,M,Silver,Marsili,Sante,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"DE MAGISTRIS, Gianni",Men,ITA,Italy,M,Silver,De Magistris,Gianni,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"KONRAD, Ferenc",Men,HUN,Hungary,M,Gold,Konrad,Ferenc,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"TOONEN, Hendrik (Rik)",Men,NED,Netherlands,M,Bronze,Toonen,Hendrik,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"DE MAGISTRIS, Riccardo",Men,ITA,Italy,M,Silver,De Magistris,Riccardo,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"SZIVOS, Istvan",Men,HUN,Hungary,M,Gold,Szivos,Istvan,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"LANDEWEERD, Nicolaas",Men,NED,Netherlands,M,Bronze,Landeweerd,Nicolaas,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"FARAGO, Tamas",Men,HUN,Hungary,M,Gold,Farago,Tamas,0,0,1
Montreal,1976,Aquatics,Water polo,Water Polo,"HOEPELMAN, Andries",Men,NED,Netherlands,M,Bronze,Hoepelman,Andries,0,1,0
Montreal,1976,Aquatics,Water polo,Water Polo,"GHIBELLINI, Alessandro",Men,ITA,Italy,M,Silver,Ghibellini,Alessandro,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"D, Vincenzo",Men,ITA,Italy,M,Silver,D,Vincenzo,1,0,0
Montreal,1976,Aquatics,Water polo,Water Polo,"VAN ZEELAND, Hans",Men,NED,Netherlands,M,Bronze,Van Zeeland,Hans,0,1,0
Montreal,1976,Archery,Archery,Individual Fita Round,"RYON, Luann Marie",Women,USA,United States,W,Gold,Ryon,Luann,0,0,1
Montreal,1976,Archery,Archery,Individual Fita Round,"PACE, Darrell Owen",Men,USA,United States,M,Gold,Pace,Darrell,0,0,1
Montreal,1976,Archery,Archery,Individual Fita Round,"MICHINAGA, Hiroshi",Men,JPN,Japan,M,Silver,Michinaga,Hiroshi,1,0,0
Montreal,1976,Archery,Archery,Individual Fita Round,"FERRARI, Giancarlo",Men,ITA,Italy,M,Bronze,Ferrari,Giancarlo,0,1,0
Montreal,1976,Archery,Archery,Individual Fita Round,"RUSTAMOVA, Zebiniso",Women,URS,Soviet Union,W,Bronze,Rustamova,Zebiniso,0,1,0
Montreal,1976,Archery,Archery,Individual Fita Round,"KOVPAN, Valentina",Women,URS,Soviet Union,W,Silver,Kovpan,Valentina,1,0,0
Montreal,1976,Athletics,Athletics,4X400M Relay,"STROPAHL-STREIDT, Ellen",Women,GDR,East Germany,W,Gold,Stropahl-Streidt,Ellen,0,0,1
Montreal,1976,Athletics,Athletics,4X100M Relay,"RICHTER-IRRGANG, Annegret",Women,FRG,West Germany,W,Silver,Richter-Irrgang,Annegret,1,0,0
Montreal,1976,Athletics,Athletics,Long Jump,"ROBINSON, Arnie",Men,USA,United States,M,Gold,Robinson,Arnie,0,0,1
Montreal,1976,Athletics,Athletics,4X400M Relay,"HERRMANN, Bernd",Men,FRG,West Germany,M,Bronze,Herrmann,Bernd,0,1,0
Montreal,1976,Athletics,Athletics,4X400M Relay,"FRAZIER, Herman Ronald",Men,USA,United States,M,Gold,Frazier,Herman,0,0,1
Montreal,1976,Athletics,Athletics,High Jump,"WITSCHAS-ACKERMANN, Rosemarie",Women,GDR,East Germany,W,Gold,Witschas-Ackermann,Rosemarie,0,0,1
Montreal,1976,Athletics,Athletics,100M Hurdles,"SCHALLER-KLIER, Johanna",Women,GDR,East Germany,W,Gold,Schaller-Klier,Johanna,0,0,1
Montreal,1976,Athletics,Athletics,400M,"JUANTORENA, Alberto",Men,CUB,Cuba,M,Gold,Juantorena,Alberto,0,0,1
Montreal,1976,Athletics,Athletics,5000M,"HILDENBRAND, Klaus-Peter",Men,FRG,West Germany,M,Bronze,Hildenbrand,Klaus-Peter,0,1,0
Montreal,1976,Athletics,Athletics,100M,"STECHER, Renate",Women,GDR,East Germany,W,Silver,Stecher,Renate,1,0,0
Montreal,1976,Athletics,Athletics,4X100M Relay,"RIDDICK, Steven Earl",Men,USA,United States,M,Gold,Riddick,Steven,0,0,1
Montreal,1976,Athletics,Athletics,Pentathlon,"BODNER-LASER, Christine",Women,GDR,East Germany,W,Silver,Bodner-Laser,Christine,1,0,0
Montreal,1976,Athletics,Athletics,Long Jump,"WARTENBERG, Frank",Men,GDR,East Germany,M,Bronze,Wartenberg,Frank,0,1,0
Montreal,1976,Athletics,Athletics,200M,"EVANS, Dwayne Eugene",Men,USA,United States,M,Bronze,Evans,Dwayne,0,1,0
Montreal,1976,Athletics,Athletics,200M,"HAMPTON, Millard Frank Jr.",Men,USA,United States,M,Silver,Hampton,Millard,1,0,0
Montreal,1976,Athletics,Athletics,Hammer Throw,"SEDYKH, Yuri",Men,URS,Soviet Union,M,Gold,Sedykh,Yuri,0,0,1
Montreal,1976,Athletics,Athletics,Pentathlon,"POLLAK, Burglinde",Women,GDR,East Germany,W,Bronze,Pollak,Burglinde,0,1,0
Montreal,1976,Athletics,Athletics,Decathlon,"AVILOV, Nikolai",Men,URS,Soviet Union,M,Bronze,Avilov,Nikolai,0,1,0
Montreal,1976,Athletics,Athletics,High Jump,"STONES, Dwight Edwin",Men,USA,United States,M,Bronze,Stones,Dwight,0,1,0
