City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal,last_name,first_name,Silver,Bronze,Gold
Seoul,1988,Athletics,Athletics,Heptathlon,"JOYNER-KERSEE, Jackie",Women,USA,United States,W,Gold,Joyner-Kersee,Jackie,0,0,1
Seoul,1988,Athletics,Athletics,4X100M Relay,"MURAVYOV, Vladimir",Men,URS,Soviet Union,M,Gold,Muravyov,Vladimir,0,0,1
Seoul,1988,Athletics,Athletics,3000M Steeplechase,"KOECH, Peter",Men,KEN,Kenya,M,Silver,Koech,Peter,1,0,0
Seoul,1988,Athletics,Athletics,4X400M Relay,"BRISCO-HOOKS, Valerie Ann",Women,USA,United States,W,Silver,Brisco-Hooks,Valerie,1,0,0
Seoul,1988,Athletics,Athletics,100M,"CHRISTIE, Linford",Men,GBR,United Kingdom,M,Silver,Christie,Linford,1,0,0
Seoul,1988,Athletics,Athletics,200M,"DELOACH, Joseph Nathaniel Jr.",Men,USA,United States,M,Gold,Deloach,Joseph,0,0,1
Seoul,1988,Athletics,Athletics,Marathon,"AHMED SALAH, Hussein",Men,DJI,Djibouti,M,Bronze,Ahmed Salah,Hussein,0,1,0
Seoul,1988,Athletics,Athletics,High Jump,"AVDEENKO, Gennadi",Men,URS,Soviet Union,M,Gold,Avdeenko,Gennadi,0,0,1
Seoul,1988,Athletics,Athletics,20Km Walk,"PRIBILINEC, Jozef",Men,TCH,Czechoslovakia,M,Gold,Pribilinec,Jozef,0,0,1
Seoul,1988,Athletics,Athletics,400M,"REYNOLDS, Harry Butch .",Men,USA,United States,M,Silver,Reynolds,Harry,1,0,0
Seoul,1988,Athletics,Athletics,High Jump,"BYKOVA, Tamara",Women,URS,Soviet Union,W,Bronze,Bykova,Tamara,0,1,0
Seoul,1988,Athletics,Athletics,High Jump,"SJÖBERG, Patrick",Men,SWE,Sweden,M,Bronze,Sjöberg,Patrick,0,1,0
Seoul,1988,Athletics,Athletics,400M Hurdles,"DIA BA, El Hadji Amadou",Men,SEN,Senegal,M,Silver,Dia Ba,El,1,0,0
Seoul,1988,Athletics,Athletics,10000M,"ZHUPEEVA, Elena",Women,URS,Soviet Union,W,Bronze,Zhupeeva,Elena,0,1,0
Seoul,1988,Athletics,Athletics,200M,"GRIFFITH-JOYNER, Florence",Women,USA,United States,W,Gold,Griffith-Joyner,Florence,0,0,1
Seoul,1988,Athletics,Athletics,4X100M Relay,"GRIFFITH-JOYNER, Florence",Women,USA,United States,W,Gold,Griffith-Joyner,Florence,0,0,1
Seoul,1988,Athletics,Athletics,3000M Steeplechase,"KARIUKI, Julius",Men,KEN,Kenya,M,Gold,Kariuki,Julius,0,0,1
Seoul,1988,Athletics,Athletics,10000M,"BONDARENKO, Olga",Women,URS,Soviet Union,W,Gold,Bondarenko,Olga,0,0,1
Seoul,1988,Athletics,Athletics,4X100M Relay,"SANGOUMA, Daniel",Men,FRA,France,M,Bronze,Sangouma,Daniel,0,1,0
Seoul,1988,Athletics,Athletics,4X400M Relay,"ROBINZINE, Kevin Bernard",Men,USA,United States,M,Gold,Robinzine,Kevin,0,0,1
Seoul,1988,Athletics,Athletics,3000M,"IVAN, Paula",Women,ROU,Romania,W,Silver,Ivan,Paula,1,0,0
Seoul,1988,Athletics,Athletics,Shot Put,"GÜNTHÖR, Werner",Men,SUI,Switzerland,M,Bronze,Günthör,Werner,0,1,0
Seoul,1988,Athletics,Athletics,Javelin Throw,"FELKE-MEIER, Petra",Women,GDR,East Germany,W,Gold,Felke-Meier,Petra,0,0,1
Seoul,1988,Athletics,Athletics,1500M,"SAMOLENKO-DOROVSKIKH, Tatyana",Women,URS,Soviet Union,W,Bronze,Samolenko-Dorovskikh,Tatyana,0,1,0
Seoul,1988,Athletics,Athletics,50Km Walk,"IVANENKO, Vyacheslav",Men,URS,Soviet Union,M,Gold,Ivanenko,Vyacheslav,0,0,1
Seoul,1988,Athletics,Athletics,1500M,"BAIKAUSKAITE, Lailute",Women,URS,Soviet Union,W,Silver,Baikauskaite,Lailute,1,0,0
Seoul,1988,Athletics,Athletics,High Jump,"POVARNITSIN, Rudolf",Men,URS,Soviet Union,M,Bronze,Povarnitsin,Rudolf,0,1,0
Seoul,1988,Athletics,Athletics,Discus Throw,"SCHULT, Jürgen",Men,GDR,East Germany,M,Gold,Schult,Jürgen,0,0,1
Seoul,1988,Athletics,Athletics,Hammer Throw,"SEDYKH, Yuri",Men,URS,Soviet Union,M,Silver,Sedykh,Yuri,1,0,0
Seoul,1988,Athletics,Athletics,400M Hurdles,"FIEDLER, Ellen",Women,GDR,East Germany,W,Bronze,Fiedler,Ellen,0,1,0
Seoul,1988,Athletics,Athletics,Discus Throw,"GANSKY, Diana",Women,GDR,East Germany,W,Silver,Gansky,Diana,1,0,0
Seoul,1988,Athletics,Athletics,4X400M Relay,"BUSCH, Sabine",Women,GDR,East Germany,W,Bronze,Busch,Sabine,0,1,0
Seoul,1988,Athletics,Athletics,Marathon,"WAKIIHURI, Douglas",Men,KEN,Kenya,M,Silver,Wakiihuri,Douglas,1,0,0
Seoul,1988,Athletics,Athletics,100M,"SMITH, Calvin",Men,USA,United States,M,Bronze,Smith,Calvin,0,1,0
Seoul,1988,Athletics,Athletics,Shot Put,"NEIMKE, Kathrin",Women,GDR,East Germany,W,Silver,Neimke,Kathrin,1,0,0
Seoul,1988,Athletics,Athletics,200M,"DA SILVA, Robson",Men,BRA,Brazil,M,Bronze,Da Silva,Robson,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"LAKIC, Mara",Women,YUG,Yugoslavia,W,Silver,Lakic,Mara,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"SABONIS, Arvydas",Men,URS,Soviet Union,M,Gold,Sabonis,Arvydas,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"DONOVAN, Anne Theresa",Women,USA,United States,W,Gold,Donovan,Anne,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"CVJETICANIN, Danko",Men,YUG,Yugoslavia,M,Silver,Cvjeticanin,Danko,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"LLOYD, Andrea Lane",Women,USA,United States,W,Gold,Lloyd,Andrea,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"GORDON, Bridgette C.",Women,USA,United States,W,Gold,Gordon,Bridgette,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"AUGMON, Stacey O.",Men,USA,United States,M,Bronze,Augmon,Stacey,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"BAREL, Olessya",Women,URS,Soviet Union,W,Bronze,Barel,Olessya,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"TIKHONENKO, Valeri",Men,URS,Soviet Union,M,Gold,Tikhonenko,Valeri,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"MCCLAIN, Katrina Felicia",Women,USA,United States,W,Gold,Mcclain,Katrina,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"ARAPOVIC, Franjo",Men,YUG,Yugoslavia,M,Silver,Arapovic,Franjo,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"MCCONNELL, Suzanne",Women,USA,United States,W,Gold,Mcconnell,Suzanne,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"BELOSTENNYI, Aleksandr",Men,URS,Soviet Union,M,Gold,Belostennyi,Aleksandr,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"BULLETT, Victoria",Women,USA,United States,W,Gold,Bullett,Victoria,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"WILD, Eleonora",Women,YUG,Yugoslavia,W,Silver,Wild,Eleonora,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"NAKIC, Danira",Women,YUG,Yugoslavia,W,Silver,Nakic,Danira,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"GERLITS, Irina",Women,URS,Soviet Union,W,Bronze,Gerlits,Irina,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"MILOSEVIC, Bojana",Women,YUG,Yugoslavia,W,Silver,Milosevic,Bojana,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"VRANKOVIC, Stojan",Men,YUG,Yugoslavia,M,Silver,Vrankovic,Stojan,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"WEATHERSPOON, Teresa",Women,USA,United States,W,Gold,Weatherspoon,Teresa,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"ROBINSON, David Maurice",Men,USA,United States,M,Bronze,Robinson,David,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"RICHMOND, Mitchell J.",Men,USA,United States,M,Bronze,Richmond,Mitchell,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"MIGLIENIKS, Igors",Men,URS,Soviet Union,M,Gold,Miglieniks,Igors,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"DIVAC, Vladimir",Men,YUG,Yugoslavia,M,Silver,Divac,Vladimir,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"SAVITSKAYA, Galina",Women,URS,Soviet Union,W,Bronze,Savitskaya,Galina,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"ANDERSON, William Lloyd",Men,USA,United States,M,Bronze,Anderson,William,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"GOLIC, Sladjana",Women,YUG,Yugoslavia,W,Silver,Golic,Sladjana,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"ZASULSKAYA, Natalya",Women,URS,Soviet Union,W,Bronze,Zasulskaya,Natalya,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"ARBUTINA, Andjelija",Women,YUG,Yugoslavia,W,Silver,Arbutina,Andjelija,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"DORNIK, Polona",Women,YUG,Yugoslavia,W,Silver,Dornik,Polona,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"OBRADOVIC, Zeljko",Men,YUG,Yugoslavia,M,Silver,Obradovic,Zeljko,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"CUTURA, Zoran",Men,YUG,Yugoslavia,M,Silver,Cutura,Zoran,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"GRAYER, Jeffrey",Men,USA,United States,M,Bronze,Grayer,Jeffrey,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"LELAS, Zana",Women,YUG,Yugoslavia,W,Silver,Lelas,Zana,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"KUKOC, Toni",Men,YUG,Yugoslavia,M,Silver,Kukoc,Toni,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"GILLOM, Jennifer",Women,USA,United States,W,Gold,Gillom,Jennifer,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"KHOMICHUS, Valdemaras",Men,URS,Soviet Union,M,Gold,Khomichus,Valdemaras,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"SOOK, Tiit",Men,URS,Soviet Union,M,Gold,Sook,Tiit,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"GOBOROV, Valeri",Men,URS,Soviet Union,M,Gold,Goborov,Valeri,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"COOPER, Cynthia Lynne",Women,USA,United States,W,Gold,Cooper,Cynthia,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"BAJKUSA, Vesna",Women,YUG,Yugoslavia,W,Silver,Bajkusa,Vesna,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"ZDOVC, Juri",Men,YUG,Yugoslavia,M,Silver,Zdovc,Juri,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"MUJANOVIC, Razija",Women,YUG,Yugoslavia,W,Silver,Mujanovic,Razija,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"KVESIC, Kornelija",Women,YUG,Yugoslavia,W,Silver,Kvesic,Kornelija,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"REID, Herman J.R. Jr.",Men,USA,United States,M,Bronze,Reid,Herman,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"RADJA, Dino",Men,YUG,Yugoslavia,M,Silver,Radja,Dino,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"EDWARDS, Teresa",Women,USA,United States,W,Gold,Edwards,Teresa,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"TARAKANOV, Sergei",Men,URS,Soviet Union,M,Gold,Tarakanov,Sergei,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"LEONOVA, Aleksandra",Women,URS,Soviet Union,W,Bronze,Leonova,Aleksandra,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"RADULOVIC, Zdravko",Men,YUG,Yugoslavia,M,Silver,Radulovic,Zdravko,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"KUDASHOVA, Elena",Women,URS,Soviet Union,W,Bronze,Kudashova,Elena,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"VANGELOVSKA, Stojna",Women,YUG,Yugoslavia,W,Silver,Vangelovska,Stojna,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"MINKH, Irina",Women,URS,Soviet Union,W,Bronze,Minkh,Irina,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"COLES, Vernell E.",Men,USA,United States,M,Bronze,Coles,Vernell,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"SUMNIKOVA, Irina",Women,URS,Soviet Union,W,Bronze,Sumnikova,Irina,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"PASPALJ, Zarko",Men,YUG,Yugoslavia,M,Silver,Paspalj,Zarko,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"MARCHULENIS, Raimundas",Men,URS,Soviet Union,M,Gold,Marchulenis,Raimundas,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"MANNING, Danniel Ricardo",Men,USA,United States,M,Bronze,Manning,Danniel,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"SMITH, Charles Daniel",Men,USA,United States,M,Bronze,Smith,Charles,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"PANKRASHKIN, Viktor",Men,URS,Soviet Union,M,Gold,Pankrashkin,Viktor,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"BROWN, Cynthia Louise",Women,USA,United States,W,Gold,Brown,Cynthia,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"YAKOVLEVA, Olga",Women,URS,Soviet Union,W,Bronze,Yakovleva,Olga,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"PETROVIC, Drazen",Men,YUG,Yugoslavia,M,Silver,Petrovic,Drazen,1,0,0
Seoul,1988,Basketball,Basketball,Basketball,"SMITH, Charles Edward Iv",Men,USA,United States,M,Bronze,Smith,Charles,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"KURTINAITIS, Rimas",Men,URS,Soviet Union,M,Gold,Kurtinaitis,Rimas,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"HAWKINS, Hersey",Men,USA,United States,M,Bronze,Hawkins,Hersey,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"VOLKOV, Aleksandr",Men,URS,Soviet Union,M,Gold,Volkov,Aleksandr,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"TUOMAITE, Vitaliya",Women,URS,Soviet Union,W,Bronze,Tuomaite,Vitaliya,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"ETHRIDGE, Mary Camille",Women,USA,United States,W,Gold,Ethridge,Mary,0,0,1
Seoul,1988,Basketball,Basketball,Basketball,"ZHEVKOVA, Olga",Women,URS,Soviet Union,W,Bronze,Zhevkova,Olga,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"BURYAKINA, Olga",Women,URS,Soviet Union,W,Bronze,Buryakina,Olga,0,1,0
Seoul,1988,Basketball,Basketball,Basketball,"MAJERLE, Daniel Lewis",Men,USA,United States,M,Bronze,Majerle,Daniel,0,1,0
Seoul,1988,Boxing,Boxing,81 - 91Kg (Heavyweight),"MERCER, Raymond A.",Men,USA,United States,M,Gold,Mercer,Raymond,0,0,1
Seoul,1988,Boxing,Boxing,60 - 63.5Kg (Light-Welterweight),"MYRBERG, Lars",Men,SWE,Sweden,M,Bronze,Myrberg,Lars,0,1,0
Seoul,1988,Boxing,Boxing,51 - 54Kg (Bantamweight),"JULIO ROCHA, Jorge Eliecer",Men,COL,Colombia,M,Bronze,Julio Rocha,Jorge,0,1,0
Seoul,1988,Boxing,Boxing,75 - 81Kg (Light-Heavyweight),"SHANAVAZOV, Nurmagomed",Men,URS,Soviet Union,M,Silver,Shanavazov,Nurmagomed,1,0,0
Seoul,1988,Boxing,Boxing,67 - 71Kg (Light-Middleweight),"PARK, Si-Hun",Men,KOR,"Korea, South",M,Gold,Park,Si-Hun,0,0,1
Seoul,1988,Boxing,Boxing,57 - 60Kg (Lightweight),"ELLIS, Romallis",Men,USA,United States,M,Bronze,Ellis,Romallis,0,1,0
Seoul,1988,Boxing,Boxing,60 - 63.5Kg (Light-Welterweight),"YANOVSKI, Vyacheslav",Men,URS,Soviet Union,M,Gold,Yanovski,Vyacheslav,0,0,1
Seoul,1988,Boxing,Boxing,54 - 57Kg (Featherweight),"LEE, Jae-Hyuk",Men,KOR,"Korea, South",M,Bronze,Lee,Jae-Hyuk,0,1,0
Seoul,1988,Boxing,Boxing,63.5 - 67Kg (Welterweight),"DYDAK, Jan",Men,POL,Poland,M,Bronze,Dydak,Jan,0,1,0
Seoul,1988,Boxing,Boxing,81 - 91Kg (Heavyweight),"GOLOTA, Andrzej",Men,POL,Poland,M,Bronze,Golota,Andrzej,0,1,0
Seoul,1988,Boxing,Boxing,- 48Kg (Light-Flyweight),"SERANTES, Leopoldo",Men,PHI,Philippines,M,Bronze,Serantes,Leopoldo,0,1,0
Seoul,1988,Boxing,Boxing,- 48Kg (Light-Flyweight),"CARBAJAL, Michael",Men,USA,United States,M,Silver,Carbajal,Michael,1,0,0
Seoul,1988,Boxing,Boxing,71-75Kg,"SANDE, Christopher",Men,KEN,Kenya,M,Bronze,Sande,Christopher,0,1,0
Seoul,1988,Boxing,Boxing,48 - 51Kg (Flyweight),"GONZALEZ, Mario",Men,MEX,Mexico,M,Bronze,Gonzalez,Mario,0,1,0
Seoul,1988,Boxing,Boxing,63.5 - 67Kg (Welterweight),"WANGILA, Robert",Men,KEN,Kenya,M,Gold,Wangila,Robert,0,0,1
Seoul,1988,Boxing,Boxing,71-75Kg,"SYED, Hussain Shah",Men,PAK,Pakistan,M,Bronze,Syed,Hussain,0,1,0
Seoul,1988,Boxing,Boxing,+ 91Kg (Super Heavyweight),"LEWIS, Lennox",Men,CAN,Canada,M,Gold,Lewis,Lennox,0,0,1
Seoul,1988,Boxing,Boxing,- 48Kg (Light-Flyweight),"KHRISTOV, Ivailo Marinov",Men,BUL,Bulgaria,M,Gold,Khristov,Ivailo,0,0,1
Seoul,1988,Boxing,Boxing,51 - 54Kg (Bantamweight),"KRISTOV, Aleksandar",Men,BUL,Bulgaria,M,Silver,Kristov,Aleksandar,1,0,0
Seoul,1988,Boxing,Boxing,48 - 51Kg (Flyweight),"SKRYABIN, Timofei",Men,URS,Soviet Union,M,Bronze,Skryabin,Timofei,0,1,0
Seoul,1988,Boxing,Boxing,48 - 51Kg (Flyweight),"KIM, Kwang-Sun",Men,KOR,"Korea, South",M,Gold,Kim,Kwang-Sun,0,0,1
Seoul,1988,Boxing,Boxing,57 - 60Kg (Lightweight),"ZÜLOW, Andreas",Men,GDR,East Germany,M,Gold,Zülow,Andreas,0,0,1
Seoul,1988,Boxing,Boxing,+ 91Kg (Super Heavyweight),"MIROSHNICHENKO, Aleksandr",Men,URS,Soviet Union,M,Bronze,Miroshnichenko,Aleksandr,0,1,0
Seoul,1988,Boxing,Boxing,71-75Kg,"MASKE, Henry",Men,GDR,East Germany,M,Gold,Maske,Henry,0,0,1
Seoul,1988,Boxing,Boxing,63.5 - 67Kg (Welterweight),"GOULD, Kenneth",Men,USA,United States,M,Bronze,Gould,Kenneth,0,1,0
Seoul,1988,Boxing,Boxing,+ 91Kg (Super Heavyweight),"BOWE, Riddick Lamont",Men,USA,United States,M,Silver,Bowe,Riddick,1,0,0
Seoul,1988,Boxing,Boxing,67 - 71Kg (Light-Middleweight),"WOODHALL, Richard",Men,GBR,United Kingdom,M,Bronze,Woodhall,Richard,0,1,0
Seoul,1988,Boxing,Boxing,54 - 57Kg (Featherweight),"PARISI, Giovanni",Men,ITA,Italy,M,Gold,Parisi,Giovanni,0,0,1
Seoul,1988,Boxing,Boxing,51 - 54Kg (Bantamweight),"MOOLSAN, Phajol",Men,THA,Thailand,M,Bronze,Moolsan,Phajol,0,1,0
Seoul,1988,Boxing,Boxing,57 - 60Kg (Lightweight),"CRAMNE, George",Men,SWE,Sweden,M,Silver,Cramne,George,1,0,0
Seoul,1988,Boxing,Boxing,54 - 57Kg (Featherweight),"DUMITRESCU, Daniel",Men,ROU,Romania,M,Silver,Dumitrescu,Daniel,1,0,0
Seoul,1988,Boxing,Boxing,81 - 91Kg (Heavyweight),"VANDERLIJDE, Arnold",Men,NED,Netherlands,M,Bronze,Vanderlijde,Arnold,0,1,0
Seoul,1988,Boxing,Boxing,48 - 51Kg (Flyweight),"TEWS, Andreas",Men,GDR,East Germany,M,Silver,Tews,Andreas,1,0,0
Seoul,1988,Boxing,Boxing,+ 91Kg (Super Heavyweight),"ZARENKIEWICZ, Janusz",Men,POL,Poland,M,Bronze,Zarenkiewicz,Janusz,0,1,0
Seoul,1988,Boxing,Boxing,51 - 54Kg (Bantamweight),"MCKINNEY, Kennedy",Men,USA,United States,M,Gold,Mckinney,Kennedy,0,0,1
Seoul,1988,Boxing,Boxing,60 - 63.5Kg (Light-Welterweight),"CHENEY, Grahame",Men,AUS,Australia,M,Silver,Cheney,Grahame,1,0,0
Seoul,1988,Boxing,Boxing,57 - 60Kg (Lightweight),"ENKHBAT, Nerguy",Men,MGL,Mongolia,M,Bronze,Enkhbat,Nerguy,0,1,0
Seoul,1988,Boxing,Boxing,67 - 71Kg (Light-Middleweight),"DOWNEY, Raymond Tyler",Men,CAN,Canada,M,Bronze,Downey,Raymond,0,1,0
Seoul,1988,Boxing,Boxing,60 - 63.5Kg (Light-Welterweight),"GIES, Reiner",Men,FRG,West Germany,M,Bronze,Gies,Reiner,0,1,0
Seoul,1988,Boxing,Boxing,75 - 81Kg (Light-Heavyweight),"PETRICH, Henryk",Men,POL,Poland,M,Bronze,Petrich,Henryk,0,1,0
Seoul,1988,Boxing,Boxing,- 48Kg (Light-Flyweight),"ISASZEGI, Robert",Men,HUN,Hungary,M,Bronze,Isaszegi,Robert,0,1,0
Seoul,1988,Boxing,Boxing,63.5 - 67Kg (Welterweight),"BOUDOUANI, Laurent",Men,FRA,France,M,Silver,Boudouani,Laurent,1,0,0
Seoul,1988,Boxing,Boxing,67 - 71Kg (Light-Middleweight),"JONES, Roy L. Ilnd",Men,USA,United States,M,Silver,Jones,Roy,1,0,0
Seoul,1988,Boxing,Boxing,75 - 81Kg (Light-Heavyweight),"SKARO, Damir",Men,YUG,Yugoslavia,M,Bronze,Skaro,Damir,0,1,0
Seoul,1988,Boxing,Boxing,71-75Kg,"MARCUS, Egerton",Men,CAN,Canada,M,Silver,Marcus,Egerton,1,0,0
Seoul,1988,Boxing,Boxing,75 - 81Kg (Light-Heavyweight),"MAYNARD, Andrew Lester",Men,USA,United States,M,Gold,Maynard,Andrew,0,0,1
Seoul,1988,Boxing,Boxing,81 - 91Kg (Heavyweight),"BAIK, Hyun-Man",Men,KOR,"Korea, South",M,Silver,Baik,Hyun-Man,1,0,0
Seoul,1988,Boxing,Boxing,54 - 57Kg (Featherweight),"ACHIK, Abdelhak",Men,MAR,Morocco,M,Bronze,Achik,Abdelhak,0,1,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000M (Kayak Double),"FOSTER, Peter",Men,AUS,Australia,M,Bronze,Foster,Peter,0,1,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500M (Kayak Single),"GYULAY, Zsolt",Men,HUN,Hungary,M,Gold,Gyulay,Zsolt,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000M (Kayak Four),"BLUHM, Kay",Men,GDR,East Germany,M,Bronze,Bluhm,Kay,0,1,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000M (Canoe Double),"JURAVSCHI, Nikolai",Men,URS,Soviet Union,M,Gold,Juravschi,Nikolai,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500M (Kayak Four),"GUECHEVA, Vania",Women,BUL,Bulgaria,W,Bronze,Guecheva,Vania,0,1,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000M (Kayak Double),"FERGUSON, Ian Gordon",Men,NZL,New Zealand,M,Silver,Ferguson,Ian,1,0,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000M (Kayak Four),"STAHLE, Andreas",Men,GDR,East Germany,M,Bronze,Stahle,Andreas,0,1,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000M (Kayak Double),"BELLINGHAM, Norman Dean",Men,USA,United States,M,Gold,Bellingham,Norman,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 1000M (Kayak Single),"WOHLLEBE, Andre",Men,GDR,East Germany,M,Bronze,Wohllebe,Andre,0,1,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500M (Kayak Single),"FISCHER, Birgit",Women,GDR,East Germany,W,Silver,Fischer,Birgit,1,0,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500M (Kayak Four),"SINGER, Heike",Women,GDR,East Germany,W,Gold,Singer,Heike,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500M (Kayak Double),"PALIISKA, Diana",Women,BUL,Bulgaria,W,Silver,Paliiska,Diana,1,0,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000M (Kayak Four),"GYULAY, Zsolt",Men,HUN,Hungary,M,Gold,Gyulay,Zsolt,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 1000M (Kayak Single),"BARTON, Gregory Mark",Men,USA,United States,M,Gold,Barton,Gregory,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500M (Kayak Double),"FISCHER, Birgit",Women,GDR,East Germany,W,Gold,Fischer,Birgit,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000M (Canoe Double),"HEUKRODT, Olaf",Men,GDR,East Germany,M,Silver,Heukrodt,Olaf,1,0,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000M (Kayak Four),"MOTUZENKO, Aleksandr",Men,URS,Soviet Union,M,Silver,Motuzenko,Aleksandr,1,0,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500M (Kayak Double),"ABRAHAM, Attila",Men,HUN,Hungary,M,Bronze,Abraham,Attila,0,1,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 500M (Canoe Single),"SLIWINSKI, Michal",Men,URS,Soviet Union,M,Silver,Sliwinski,Michal,1,0,0
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500M (Kayak Double),"MAC DONALD, Christopher Paul",Men,NZL,New Zealand,M,Gold,Mac Donald,Christopher,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000M (Canoe Double),"RENEYSKIY, Viktor",Men,URS,Soviet Union,M,Gold,Reneyskiy,Viktor,0,0,1
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000M (Kayak Four),"CSIPES, Ferenc",Men,HUN,Hungary,M,Gold,Csipes,Ferenc,0,0,1
